VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Members_Union_Percent_Unemployed,Labor force statistics for employees in accomodation and food services. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026503,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Represented_Union_Total,Labor force statistics for employees in accomodation and food services. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026504,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Represented_Union_Percent_Unemployed,Labor force statistics for employees in accomodation and food services. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026505,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Food_Services_Drinking_Places_Total_Employed,Labor force statistics for employees in food services and drinking places. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026601,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Food_Services_Drinking_Places_Members_Union_Total,Labor force statistics for employees in food services and drinking places. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026602,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Food_Services_Drinking_Places_Members_Union_Percent_Unemployed,Labor force statistics for employees in food services and drinking places. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026603,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Food_Services_Drinking_Places_Represented_Union_Total,Labor force statistics for employees in food services and drinking places. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026604,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Food_Services_Drinking_Places_Represented_Union_Percent_Unemployed,Labor force statistics for employees in food services and drinking places. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026605,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Total_Employed,Labor force statistics for employees in other services. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026701,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Members_Union_Total,Labor force statistics for employees in other services. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026702,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Members_Union_Percent_Unemployed,Labor force statistics for employees in other services. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026703,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Represented_Union_Total,Labor force statistics for employees in other services. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026704,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Represented_Union_Percent_Unemployed,Labor force statistics for employees in other services. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026705,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Other_Services_Except_Private_Households_Total_Employed,"Labor force statistics for employees in other services, except private households. Total number employed.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601026801,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Other_Services_Except_Private_Households_Members_Union_Total,"Labor force statistics for employees in other services, except private households. Total number of employees that are members of a union. ",DCW_290601.doc,integer,,,,,,,PhenX,PX290601026802,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Other_Services_Except_Private_Households_Members_Union_Percent_Unemployed,"Labor force statistics for employees in other services, except private households. Percent of employees that are members of a union. ",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026803,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Other_Services_Except_Private_Households_Represented_Union_Total,"Labor force statistics for employees in other services, except private households. Total number of employees represented by unions.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601026804,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Other_Services_Other_Services_Except_Private_Households_Represented_Union_Percent_Unemployed,"Labor force statistics for employees in other services, except private households. Percent of employees represented by unions.",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026805,,,,,
PX290601_Employment_Occupation_Public_Sector_Total_Employed,Labor force statistics for employees in the public sector. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026901,,,,,
PX290601_Employment_Occupation_Public_Sector_Members_Union_Total,Labor force statistics for employees in the public sector. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026902,,,,,
PX290601_Employment_Occupation_Public_Sector_Members_Union_Percent_Unemployed,Labor force statistics for employees in the public sector. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026903,,,,,
PX290601_Employment_Occupation_Public_Sector_Represented_Union_Total,Labor force statistics for employees in the public sector. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026904,,,,,
PX290601_Employment_Occupation_Public_Sector_Represented_Union_Percent_Unemployed,Labor force statistics for employees in the public sector. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026905,,,,,
PX290601_Employment_Occupation_Federal_Government_Total_Employed,Labor force statistics for employees in the federal government. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601027001,,,,,
PX290601_Employment_Occupation_Federal_Government_Members_Union_Total,Labor force statistics for employees in the federal government. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601027002,,,,,
PX290601_Employment_Occupation_Federal_Government_Members_Union_Percent_Unemployed,Labor force statistics for employees in the federal government. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601027003,,,,,
PX290601_Employment_Occupation_Federal_Government_Represented_Union_Total,Labor force statistics for employees in the federal government. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601027004,,,,,
PX290601_Employment_Occupation_Federal_Government_Represented_Union_Percent_Unemployed,Labor force statistics for employees in the federal government. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601027005,,,,,
PX290601_Employment_Occupation_State_Government_Total_Employed,Labor force statistics for employees in the state government. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601027101,,,,,
PX290601_Employment_Occupation_State_Government_Members_Union_Total,Labor force statistics for employees in the state government. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601027102,,,,,
PX290601_Employment_Occupation_State_Government_Members_Union_Percent_Unemployed,Labor force statistics for employees in the state government. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601027103,,,,,
PX290601_Employment_Occupation_State_Government_Represented_Union_Total,Labor force statistics for employees in the state government. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601027104,,,,,
PX290601_Employment_Occupation_State_Government_Represented_Union_Percent_Unemployed,Labor force statistics for employees in the state government. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601027105,,,,,
PX290601_Employment_Occupation_Local_Government_Total_Employed,Labor force statistics for employees in the local government. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601027201,,,,,
PX290601_Employment_Occupation_Local_Government_Members_Union_Total,Labor force statistics for employees in the local government. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601027202,,,,,
PX290601_Employment_Occupation_Local_Government_Members_Union_Percent_Unemployed,Labor force statistics for employees in the local government. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601027203,,,,,
PX290601_Employment_Occupation_Local_Government_Represented_Union_Total,Labor force statistics for employees in the local government. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601027204,,,,,
PX290601_Employment_Occupation_Local_Government_Represented_Union_Percent_Unemployed,Labor force statistics for employees in the local government. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601027205,,,,,
PX290601_Employment_State_United States_Alabama__Total_Employed,Labor force statistics for employees in Alabama. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030101,,,,,
PX290601_Employment_State_United States_Alabama__Members_Unions_Total,Labor force statistics for employees in Alabama. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030102,,,,,
PX290601_Employment_State_United States_Alabama__Members_Unions_Percent_Employed,Labor force statistics for employees in Alabama. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030103,,,,,
PX290601_Employment_State_United States_Alabama__Represented_Unions_Total,Labor force statistics for employees in Alabama. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030104,,,,,
PX290601_Employment_State_United States_Alabama__Represented_Unions_Percent_Employed,Labor force statistics for employees in Alabama. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601030105,,,,,
PX290601_Employment_State_United States_Alaska__Total_Employed,Labor force statistics for employees in Alaska. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030201,,,,,
PX290601_Employment_State_United States_Alaska__Members_Unions_Total,Labor force statistics for employees in Alaska. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601030202,,,,,
